Majority Protein IDs,Abundance Rank,Sample,Protein Names,LFQ Intensity [log10],Overlap,Abundance Level,Leading razor protein
P07910-4,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
G3V576,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
G3V4W0,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
B4DY08,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
G3V4C1,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
B2R603,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
G3V2Q1,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
O60812,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
G3V5X6,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
G3V3K6,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
G3V251,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
B4DSU6,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
G3V555,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
G3V575,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
P07910-3,994.0,,Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1,,Geyer Only,Ultra Deep,
P0C0S5,995.0,,Histone H2A.Z;Histone H2A.V,,Geyer Only,Ultra Deep,
Q71UI9,995.0,,Histone H2A.Z;Histone H2A.V,,Geyer Only,Ultra Deep,
A6NFA8,995.0,,Histone H2A.Z;Histone H2A.V,,Geyer Only,Ultra Deep,
A6NKY0,995.0,,Histone H2A.Z;Histone H2A.V,,Geyer Only,Ultra Deep,
P01891,996.0,,"HLA class I histocompatibility antigen, A-68 alpha chain;HLA class I histocompatibility antigen, A-25 alpha chain;HLA class I histocompatibility antigen, A-66 alpha chain;HLA class I histocompatibility antigen, A-34 alpha chain;HLA class I histocompatibility antigen, A-26 alpha chain;HLA class I histocompatibility antigen, A-33 alpha chain",,Geyer Only,Ultra Deep,
P18462,996.0,,"HLA class I histocompatibility antigen, A-68 alpha chain;HLA class I histocompatibility antigen, A-25 alpha chain;HLA class I histocompatibility antigen, A-66 alpha chain;HLA class I histocompatibility antigen, A-34 alpha chain;HLA class I histocompatibility antigen, A-26 alpha chain;HLA class I histocompatibility antigen, A-33 alpha chain",,Geyer Only,Ultra Deep,
F8VPA0,996.0,,"HLA class I histocompatibility antigen, A-68 alpha chain;HLA class I histocompatibility antigen, A-25 alpha chain;HLA class I histocompatibility antigen, A-66 alpha chain;HLA class I histocompatibility antigen, A-34 alpha chain;HLA class I histocompatibility antigen, A-26 alpha chain;HLA class I histocompatibility antigen, A-33 alpha chain",,Geyer Only,Ultra Deep,
A2ARK8,996.0,,"HLA class I histocompatibility antigen, A-68 alpha chain;HLA class I histocompatibility antigen, A-25 alpha chain;HLA class I histocompatibility antigen, A-66 alpha chain;HLA class I histocompatibility antigen, A-34 alpha chain;HLA class I histocompatibility antigen, A-26 alpha chain;HLA class I histocompatibility antigen, A-33 alpha chain",,Geyer Only,Ultra Deep,
Q5SPM3,996.0,,"HLA class I histocompatibility antigen, A-68 alpha chain;HLA class I histocompatibility antigen, A-25 alpha chain;HLA class I histocompatibility antigen, A-66 alpha chain;HLA class I histocompatibility antigen, A-34 alpha chain;HLA class I histocompatibility antigen, A-26 alpha chain;HLA class I histocompatibility antigen, A-33 alpha chain",,Geyer Only,Ultra Deep,
P30457,996.0,,"HLA class I histocompatibility antigen, A-68 alpha chain;HLA class I histocompatibility antigen, A-25 alpha chain;HLA class I histocompatibility antigen, A-66 alpha chain;HLA class I histocompatibility antigen, A-34 alpha chain;HLA class I histocompatibility antigen, A-26 alpha chain;HLA class I histocompatibility antigen, A-33 alpha chain",,Geyer Only,Ultra Deep,
P30453,996.0,,"HLA class I histocompatibility antigen, A-68 alpha chain;HLA class I histocompatibility antigen, A-25 alpha chain;HLA class I histocompatibility antigen, A-66 alpha chain;HLA class I histocompatibility antigen, A-34 alpha chain;HLA class I histocompatibility antigen, A-26 alpha chain;HLA class I histocompatibility antigen, A-33 alpha chain",,Geyer Only,Ultra Deep,
P30450,996.0,,"HLA class I histocompatibility antigen, A-68 alpha chain;HLA class I histocompatibility antigen, A-25 alpha chain;HLA class I histocompatibility antigen, A-66 alpha chain;HLA class I histocompatibility antigen, A-34 alpha chain;HLA class I histocompatibility antigen, A-26 alpha chain;HLA class I histocompatibility antigen, A-33 alpha chain",,Geyer Only,Ultra Deep,
P16190,996.0,,"HLA class I histocompatibility antigen, A-68 alpha chain;HLA class I histocompatibility antigen, A-25 alpha chain;HLA class I histocompatibility antigen, A-66 alpha chain;HLA class I histocompatibility antigen, A-34 alpha chain;HLA class I histocompatibility antigen, A-26 alpha chain;HLA class I histocompatibility antigen, A-33 alpha chain",,Geyer Only,Ultra Deep,
Q31612,997.0,,"HLA class I histocompatibility antigen, B-73 alpha chain",,Geyer Only,Ultra Deep,
Q07000,998.0,,"HLA class I histocompatibility antigen, Cw-15 alpha chain;HLA class I histocompatibility antigen, Cw-2 alpha chain;HLA class I histocompatibility antigen, Cw-3 alpha chain",,Geyer Only,Ultra Deep,
P30501,998.0,,"HLA class I histocompatibility antigen, Cw-15 alpha chain;HLA class I histocompatibility antigen, Cw-2 alpha chain;HLA class I histocompatibility antigen, Cw-3 alpha chain",,Geyer Only,Ultra Deep,
B0V0C2,998.0,,"HLA class I histocompatibility antigen, Cw-15 alpha chain;HLA class I histocompatibility antigen, Cw-2 alpha chain;HLA class I histocompatibility antigen, Cw-3 alpha chain",,Geyer Only,Ultra Deep,
B0V0B9,998.0,,"HLA class I histocompatibility antigen, Cw-15 alpha chain;HLA class I histocompatibility antigen, Cw-2 alpha chain;HLA class I histocompatibility antigen, Cw-3 alpha chain",,Geyer Only,Ultra Deep,
B0V0C1,998.0,,"HLA class I histocompatibility antigen, Cw-15 alpha chain;HLA class I histocompatibility antigen, Cw-2 alpha chain;HLA class I histocompatibility antigen, Cw-3 alpha chain",,Geyer Only,Ultra Deep,
P04222,998.0,,"HLA class I histocompatibility antigen, Cw-15 alpha chain;HLA class I histocompatibility antigen, Cw-2 alpha chain;HLA class I histocompatibility antigen, Cw-3 alpha chain",,Geyer Only,Ultra Deep,
H0Y7F5,998.0,,"HLA class I histocompatibility antigen, Cw-15 alpha chain;HLA class I histocompatibility antigen, Cw-2 alpha chain;HLA class I histocompatibility antigen, Cw-3 alpha chain",,Geyer Only,Ultra Deep,
B0UY12,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
B0UY14,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
B0UY15,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
Q29963,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
Q29865,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
P30499,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
P30505,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
Q9TNN7,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
A2BF26,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
E9PIT7,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
H0Y6Q7,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
A2BF24,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
A2BF25,999.0,,"HLA class I histocompatibility antigen, Cw-6 alpha chain;HLA class I histocompatibility antigen, Cw-18 alpha chain;HLA class I histocompatibility antigen, Cw-1 alpha chain;HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain",,Geyer Only,Ultra Deep,
P50502,1000.0,,Hsc70-interacting protein;Putative protein FAM10A4;Putative protein FAM10A5,,Geyer Only,Ultra Deep,
H7C3I1,1000.0,,Hsc70-interacting protein;Putative protein FAM10A4;Putative protein FAM10A5,,Geyer Only,Ultra Deep,
F6VDH7,1000.0,,Hsc70-interacting protein;Putative protein FAM10A4;Putative protein FAM10A5,,Geyer Only,Ultra Deep,
Q3KNR6,1000.0,,Hsc70-interacting protein;Putative protein FAM10A4;Putative protein FAM10A5,,Geyer Only,Ultra Deep,
Q8IZP2,1000.0,,Hsc70-interacting protein;Putative protein FAM10A4;Putative protein FAM10A5,,Geyer Only,Ultra Deep,
Q8NFI4,1000.0,,Hsc70-interacting protein;Putative protein FAM10A4;Putative protein FAM10A5,,Geyer Only,Ultra Deep,
P00492,1001.0,,Hypoxanthine-guanine phosphoribosyltransferase,,Geyer Only,Ultra Deep,
H7BY78,1001.0,,Hypoxanthine-guanine phosphoribosyltransferase,,Geyer Only,Ultra Deep,
O75144,1002.0,,ICOS ligand,,Geyer Only,Ultra Deep,
O75144-2,1002.0,,ICOS ligand,,Geyer Only,Ultra Deep,
A8MUZ1,1002.0,,ICOS ligand,,Geyer Only,Ultra Deep,
Q14974,1003.0,,Importin subunit beta-1,,Geyer Only,Ultra Deep,
F5H4R7,1003.0,,Importin subunit beta-1,,Geyer Only,Ultra Deep,
B7ZAV6,1003.0,,Importin subunit beta-1,,Geyer Only,Ultra Deep,
Q16270,1004.0,,Insulin-like growth factor-binding protein 7,,Geyer Only,Ultra Deep,
B4E1N2,1004.0,,Insulin-like growth factor-binding protein 7,,Geyer Only,Ultra Deep,
P16035,1005.0,,Metalloproteinase inhibitor 2,,Geyer Only,Ultra Deep,
Q9BQG0,1006.0,,Myb-binding protein 1A,,Geyer Only,Ultra Deep,
I3L2H8,1006.0,,Myb-binding protein 1A,,Geyer Only,Ultra Deep,
E7EN09,1006.0,,Myb-binding protein 1A,,Geyer Only,Ultra Deep,
I3L1L3,1006.0,,Myb-binding protein 1A,,Geyer Only,Ultra Deep,
Q9BQG0-2,1006.0,,Myb-binding protein 1A,,Geyer Only,Ultra Deep,
P60660,1007.0,,Myosin light polypeptide 6,,Geyer Only,Ultra Deep,
P60660-2,1007.0,,Myosin light polypeptide 6,,Geyer Only,Ultra Deep,
F8W1R7,1007.0,,Myosin light polypeptide 6,,Geyer Only,Ultra Deep,
G8JLA2,1007.0,,Myosin light polypeptide 6,,Geyer Only,Ultra Deep,
G3V1V0,1007.0,,Myosin light polypeptide 6,,Geyer Only,Ultra Deep,
B7Z6Z4,1007.0,,Myosin light polypeptide 6,,Geyer Only,Ultra Deep,
G3V1Y7,1007.0,,Myosin light polypeptide 6,,Geyer Only,Ultra Deep,
F8VPF3,1007.0,,Myosin light polypeptide 6,,Geyer Only,Ultra Deep,
F8VZV5,1007.0,,Myosin light polypeptide 6,,Geyer Only,Ultra Deep,
O15394,1008.0,,Neural cell adhesion molecule 2,,Geyer Only,Ultra Deep,
H9KV31,1008.0,,Neural cell adhesion molecule 2,,Geyer Only,Ultra Deep,
B7Z841,1008.0,,Neural cell adhesion molecule 2,,Geyer Only,Ultra Deep,
P14543,1009.0,,Nidogen-1,,Geyer Only,Ultra Deep,
P14543-2,1009.0,,Nidogen-1,,Geyer Only,Ultra Deep,
Q9NQR4,1010.0,,Omega-amidase NIT2,,Geyer Only,Ultra Deep,
Q02790,1011.0,,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed;Peptidyl-prolyl cis-trans isomerase",,Geyer Only,Ultra Deep,
F5H1U3,1011.0,,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed;Peptidyl-prolyl cis-trans isomerase",,Geyer Only,Ultra Deep,
Q9Y617,1012.0,,Phosphoserine aminotransferase,,Geyer Only,Ultra Deep,
Q9Y617-2,1012.0,,Phosphoserine aminotransferase,,Geyer Only,Ultra Deep,
P25786,1013.0,,Proteasome subunit alpha type-1;Proteasome subunit alpha type,,Geyer Only,Ultra Deep,
P25786-2,1013.0,,Proteasome subunit alpha type-1;Proteasome subunit alpha type,,Geyer Only,Ultra Deep,
B4DEV8,1013.0,,Proteasome subunit alpha type-1;Proteasome subunit alpha type,,Geyer Only,Ultra Deep,
F5GX11,1013.0,,Proteasome subunit alpha type-1;Proteasome subunit alpha type,,Geyer Only,Ultra Deep,
P28072,1014.0,,Proteasome subunit beta type-6,,Geyer Only,Ultra Deep,
Q6ZMI0,1015.0,,Protein phosphatase 1 regulatory subunit 21,,Geyer Only,Ultra Deep,
Q6ZMI0-3,1015.0,,Protein phosphatase 1 regulatory subunit 21,,Geyer Only,Ultra Deep,
Q6ZMI0-2,1015.0,,Protein phosphatase 1 regulatory subunit 21,,Geyer Only,Ultra Deep,
P14618-2,1016.0,,Pyruvate kinase PKM;Pyruvate kinase,,Geyer Only,Ultra Deep,
H3BTN5,1016.0,,Pyruvate kinase PKM;Pyruvate kinase,,Geyer Only,Ultra Deep,
Q504U3,1016.0,,Pyruvate kinase PKM;Pyruvate kinase,,Geyer Only,Ultra Deep,
E7EUJ4,1016.0,,Pyruvate kinase PKM;Pyruvate kinase,,Geyer Only,Ultra Deep,
P31150,1017.0,,Rab GDP dissociation inhibitor alpha,,Geyer Only,Ultra Deep,
B4DHX4,1017.0,,Rab GDP dissociation inhibitor alpha,,Geyer Only,Ultra Deep,
P61026,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
P61006,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
P51153,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
Q92930,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
P59190,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
Q92928,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
P59190-2,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
H0YLJ8,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
H0YL94,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
H0YMN7,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
E9PLD0,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
H0YNE9,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
F5GY21,1018.0,,Ras-related protein Rab-10;Ras-related protein Rab-8A;Ras-related protein Rab-13;Ras-related protein Rab-8B;Ras-related protein Rab-15;Putative Ras-related protein Rab-1C,,Geyer Only,Ultra Deep,
P51148,1019.0,,Ras-related protein Rab-5C;Ras-related protein Rab-5A;Ras-related protein Rab-5B,,Geyer Only,Ultra Deep,
F8W1H5,1019.0,,Ras-related protein Rab-5C;Ras-related protein Rab-5A;Ras-related protein Rab-5B,,Geyer Only,Ultra Deep,
P20339,1019.0,,Ras-related protein Rab-5C;Ras-related protein Rab-5A;Ras-related protein Rab-5B,,Geyer Only,Ultra Deep,
P61020,1019.0,,Ras-related protein Rab-5C;Ras-related protein Rab-5A;Ras-related protein Rab-5B,,Geyer Only,Ultra Deep,
F8VWU4,1019.0,,Ras-related protein Rab-5C;Ras-related protein Rab-5A;Ras-related protein Rab-5B,,Geyer Only,Ultra Deep,
F8VVZ0,1019.0,,Ras-related protein Rab-5C;Ras-related protein Rab-5A;Ras-related protein Rab-5B,,Geyer Only,Ultra Deep,
F8VUA5,1019.0,,Ras-related protein Rab-5C;Ras-related protein Rab-5A;Ras-related protein Rab-5B,,Geyer Only,Ultra Deep,
F8VVK3,1019.0,,Ras-related protein Rab-5C;Ras-related protein Rab-5A;Ras-related protein Rab-5B,,Geyer Only,Ultra Deep,
B4DKD7,1019.0,,Ras-related protein Rab-5C;Ras-related protein Rab-5A;Ras-related protein Rab-5B,,Geyer Only,Ultra Deep,
B4DJA5,1019.0,,Ras-related protein Rab-5C;Ras-related protein Rab-5A;Ras-related protein Rab-5B,,Geyer Only,Ultra Deep,
P78509,1020.0,,Reelin,,Geyer Only,Ultra Deep,
P78509-3,1020.0,,Reelin,,Geyer Only,Ultra Deep,
P78509-2,1020.0,,Reelin,,Geyer Only,Ultra Deep,
F8WF74,1020.0,,Reelin,,Geyer Only,Ultra Deep,
Q14498,1021.0,,RNA-binding protein 39,,Geyer Only,Ultra Deep,
H0Y4X3,1021.0,,RNA-binding protein 39,,Geyer Only,Ultra Deep,
E1P5S2,1021.0,,RNA-binding protein 39,,Geyer Only,Ultra Deep,
G3XAC6,1021.0,,RNA-binding protein 39,,Geyer Only,Ultra Deep,
Q14498-3,1021.0,,RNA-binding protein 39,,Geyer Only,Ultra Deep,
Q14498-2,1021.0,,RNA-binding protein 39,,Geyer Only,Ultra Deep,
Q9NZJ4,1022.0,,Sacsin,,Geyer Only,Ultra Deep,
Q9NZJ4-2,1022.0,,Sacsin,,Geyer Only,Ultra Deep,
Q13228,1023.0,,Selenium-binding protein 1,,Geyer Only,Ultra Deep,
Q13228-2,1023.0,,Selenium-binding protein 1,,Geyer Only,Ultra Deep,
B4E1F3,1023.0,,Selenium-binding protein 1,,Geyer Only,Ultra Deep,
A6PVW9,1023.0,,Selenium-binding protein 1,,Geyer Only,Ultra Deep,
Q9Y3F4,1024.0,,Serine-threonine kinase receptor-associated protein,,Geyer Only,Ultra Deep,
B0AZV0,1024.0,,Serine-threonine kinase receptor-associated protein,,Geyer Only,Ultra Deep,
B4DNJ6,1024.0,,Serine-threonine kinase receptor-associated protein,,Geyer Only,Ultra Deep,
H0YH33,1024.0,,Serine-threonine kinase receptor-associated protein,,Geyer Only,Ultra Deep,
Q96P63,1025.0,,Serpin B12,,Geyer Only,Ultra Deep,
Q3SYB4,1025.0,,Serpin B12,,Geyer Only,Ultra Deep,
P0DJI9,1026.0,,Serum amyloid A-2 protein,,Geyer Only,Ultra Deep,
P17987,1027.0,,T-complex protein 1 subunit alpha,,Geyer Only,Ultra Deep,
F5H726,1027.0,,T-complex protein 1 subunit alpha,,Geyer Only,Ultra Deep,
F5GZI8,1027.0,,T-complex protein 1 subunit alpha,,Geyer Only,Ultra Deep,
F5H676,1027.0,,T-complex protein 1 subunit alpha,,Geyer Only,Ultra Deep,
F5H136,1027.0,,T-complex protein 1 subunit alpha,,Geyer Only,Ultra Deep,
F5H282,1027.0,,T-complex protein 1 subunit alpha,,Geyer Only,Ultra Deep,
E7EQR6,1027.0,,T-complex protein 1 subunit alpha,,Geyer Only,Ultra Deep,
